Username,#Post,#Followers,Last_Photo,Phone_1,Phone_2,Phone_3,Biography,Link
ventapropiedadraiz,149,723,24-Apr-18,3015760828,3687304,,Óscar Sandoval Varona  Propiedad Raíz  Inversiones Inmobiliarias   3015760828  574 3687304 ossanvarhotmailcom a class hrefexploretagsoscarsandovalpropraizoscarsandovalpropraiza,www.oscarsandovalvarona.com.co
pc_store_and_tobacco_shop,44,111,6-Feb-18,3004482219,,,Tienda Física amp virtual  Distribuidor de Tecnología E insumos para Fumar MedellinWpp 300 4482219 Envíos a nivel Nacional,No link
wantallsh,95,"1,376",3-Apr-18,,,,Tienda On line WantAllShop MedellinCol ENVÍOS A TODO EL PAIS Importamos los productos más novedosos para ti wantallshopinggmailcom,www.facebook.com/WantAllShop
dallolociones,63,114,6-Sep-17,,,,No biography,No link
zoomgadgetscolombia,42,138,14-Dec-17,,,, zoomgadgetscolombia               Medellín  Colombia                   Envíos a todo Colombia,No link
par10tienda,31,424,13-Mar-18,3217867737,,, Tienda virtual       par10tiendagmailcom Whatsapp 3217867737 wwwfacebookcompar10tienda           wwwpar10comco,api.whatsapp.com/send?phone=573217867737
anonimoclothes,13,18,10-Aug-17,,,,Ropa nueva y de segunda en el mejor estado Domicilios gratis en Medellín Próximamente accesorios ,No link
arcoiris_makeup,362,927,28-Jun-18,3148573055,,,venta de maquillaje    sabanetaAntioquia  envíos nacionales  compras 100 Segura preparando próximo curso  3148573055,No link
theconcept1,15,92,3-Jul-17,3147733904,,,Buzos versátiles que se ajustan a tu estilo perfectos para todos tus outfits Domicilios en Medellín envíos a todo   info 57 314 773 39 04,No link
accesorioshola,164,524,25-Nov-17,,,,TIENDA ONLINE Medellin Colombia Escríbenos por MENSAJE DIRECTO y encarga tu favorito ,No link
dimarlove_,539,"7,672",25-Jun-18,,,3175751330,Medellin amp Quibdó Entregas inmediatas en la UdeMccMolinosampUnicentro gratis Envíos nacionales Click para ir directamente al chat de WhatsApp,api.whatsapp.com/send?phone=573175751330
maxlove.detalles,883,"6,921",28-Jun-18,3193604316,,,RespiraViveSueñaCree Y CREAPersonalizamos tus regalosDesayunosDecoramos fiesta sorpresa  infoWhatsap 3193604316 Domicilio en Medellin,api.whatsapp.com/send?phone=573193604316
donglamour.moda,48,133,11-Oct-17,3510030083,,,DONGLAMOUR tienda de moda Medellin Calle 7  5235 Guayabal Envios a todo el pais 100 confiables 3008399254,No link
bodegafkstore,113,423,14-Mar-17,3014841664,,,Wpp 3014841664  Entregas gratis en todo Medellín Ventas al por mayor y detal,No link
innovamospropiedadraiz,215,"1,536",25-Jun-18,3176204481,,,Alquiler de propiedades Asesoría en compra y venta  Más que una asesoría Somos tu hogar   3176204481,No link
taquito.gambeta,41,"1,230",27-Jul-17,3206802262,3017061309,,Productos graficos futboleros de tus jugadores y equipos favoritos  WP 3206802262  3017061309,www.facebook.com/taquitoygambetafutbol
cagnasdelivery,63,"1,035",10-May-18,3155689254,3502833874,,Tienda Virtual  Sólo WhatsApp o inbox de Instagram Original  57 3155689254 573502833874  Envios a nivel Nacional  y seguro,No link
urbanshoes_,"3,353","87,200",28-Jun-18,3152857181,,,a classnotranslate hrefURBANSHOESURBANSHOESa Los mejores tenis al mejor precio Infowhatsapp3152857181 Servicio a domicilio en medellinEnvios a todo el paísseguro,No link
catloverco,42,143,31-Jan-16,,,,Salud belleza fitness cuidado de la piel cuidado corporal cuidado del cabello Envíos locales y a toda Colombia Ventas al por mayor y al detal,www.facebook.com/catloverco
expertautos,5,22,9-Nov-15,,,,Compra y venta de carros Porque sabemos lo importante que son tus sueños,www.expertautos.com
yesbrazilmoda,532,"7,692",27-Jun-18,,,, Envíos nacionales e internacionales  ventas al por mayor y al detal  yesbrazilmedellingmailcom   Pedidos al whatsapp,goo.gl/Dxf3gK
