Username,#Post,#Followers,Last_Photo,Phone_1,Phone_2,Phone_3,Biography,Link
trukitosdeamor,227,"1,901",27-Jun-18,3218670211,,,Personalizalos tu también  Compras Online  Seguras  Pedidos  3218670211 Mugs  Camisetas Gorras  Cojines Llaveros  Agendas,api.whatsapp.com/send?phone=573218670211
hamabeadsmedellin,17,70,28-May-18,,,,Todos los diseños publicados estan disponibles  MedellinColombia,No link
amapola.01,43,509,13-Jun-18,,,, Tienda online de artículos                                                                            Medellín Colombia  ,No link
ganascontucelular,20,285,14-May-18,,,,SE PIONERO y gana el 100 de rentabilidad  sin necesidad de VENDER Buscamos formadores de Equipos   Contactanos ,No link
leonardo_barreno,560,"2,941",28-Jun-18,,,,a class hrefexploretagssoySoya Punto fijo Paraguana  Venezuela a class hrefexploretagsvivovivoa Colombia Medellín  Ariano sentimental   licturismo,No link
clothesexpress,"1,848","2,531",29-Jun-18,,,3154070851,ROPA MODA ESTILO    Tienda multimarcas compra 100 segura Entrega inmediata,api.whatsapp.com/send?phone=573154070851
mystikosuniverso,836,"2,821",29-Jun-18,3042449629,,,Te diseño cofres llenos de magia con a class hrefexploretagsmandalasmandalasa  y más whatsapp 3042449629   a class hrefexploretagscolorColora   a class hrefexploretagsvidavidaa   a class hrefexploretagspetspetsa   a class hrefexploretagsrockrocka    a class hrefexploretagsmujeresvalientesmujeresvalientesa ,www.facebook.com/MystikosUniverso
velvet.essentials,106,"2,356",26-Jun-18,3104542630,,,Accesorios  FeminidadEstiloDelicadeza Ventas por mayordetal 3104542630  By Colombian hands  Envíos a todo el país MedellínAntioquiau ces,No link
estilo.d.vida,73,258,18-Apr-18,3031164950,,,Basados en lo mejor de la ciencia y naturalezanuestros productos innovadores harán que ames tu piel rejuvenecida 30 días de garantía 3116495029,No link
fuckclore,151,"1,462",27-Jun-18,3012836946,3005739871,,Dress your bad feelings 30128369463005739871 Ventas por mayor y detal Domicilios  Envios a todo el país,No link
doitmedellin,94,"6,122",27-Jun-18,3215719507,,,TODO el entretenimiento de la ciudad  Restaurantes Bares Discotecas Conciertos  Publicidad 573215719507  a class hrefexploretagsdoitmedellindoitmedellina,api.whatsapp.com/send?phone=573215719507
convertidor_tv_box,5,12,5-May-18,,,,Venta de artículos electrónicos todo lo relacionado con gadgets y hobbies  Domicilios solo en Medellín,No link
districasemedellin,326,"2,848",29-Jun-18,3013770919,,,Distribuidores De Accesorios Para Celulares Ventas Al por Mayor y al Detal Envíos a todo el país  wp 3013770919 Adm a classnotranslate hrefyosoybrianyosoybriana ,m.facebook.com/home.php
loscacharrosde,12,45,31-Mar-18,,,,Ingresa a mi sitio web y antojate que yo estoy para complacerte,www.dropbox.com/sh/5kkc07scbo63cci/AAAns_xaq3NxfFbhQPXCQkYJa?dl=0
karenheciramaldonadoperez,43,115,14-Mar-18,3103763620,,,Tienda virtual KARENS Tú  presencia mi tendencia Envíos nacionales e internacionales info al privado   WhatsApp 573103763620,No link
morfina_fina_store,23,89,2-Apr-18,3013236230,,,Tienda de calzado Y marca de ropa en gestación  Apuntamos a los estilos clásicos y juveniles Calzado importado y nacional  WhatsApp 3013236230,No link
belcasshop,215,"1,020",1-Jun-18,,,3227593521,Venta de productos Nacionales e Importados  Ventas al Mayor y al Detal Maquillaje MAC  Kylie   Perfumes   Envios Nacionales Bogota Colombia,api.whatsapp.com/send?phone=573227593521
manumanustore_medellin,39,106,15-Jun-18,3016083404,,,Venta de Ropa Americana 3016083404,No link
therapeutic.bag,76,107,16-Jun-18,,,,No biography,No link
variedadespatuca,270,371,29-Jun-18,3044499742,,,MedellínColombia  Maquillajejuguetería y cuidado personal  Siguenos a classnotranslate hrefmagastoreemagastoreea a classnotranslate hrefplaymagaplaymagaa Tel3044499742 a class hrefexploretagsmedellínmedellína a class hrefexploretagsmaquillajemaquillajea,No link
venta.relojes.j,98,441,22-Jun-18,3046612798,3002393870,,Compras seguras Confirmar existencia del reloj     WhatsApp 30466127983002393870 VentasXmayor y detal Envíos toda Colom Somos de Medellín,www.facebook.com/venta.relojes.7
luxury_ventas71,169,213,28-Jun-18,3013186218,,,Envíos a toda colombia whatsapp gt 301 318 62 18 Ventas al por mayor y al detal,No link
calzadourbanomedellin,24,264,1-Apr-18,3113363347,,,Escríbenos a whatsapp    3113363347 PRECIOS DE FABRICA PROMOCIONES  CONSTANTES  TOTALMENTE COLOMBIANO DE EXCELENTE CALIDAD GARANTÍA ,No link
cachorrosm,693,"1,943",29-Jun-18,3023996927,3046447777,,COMPRA Y VENTA DE CACHORROS DE TODAS LAS RAZAS HERMOSOS CACHORROS QUE ALEGRARAN TU VIDA INF AL WHTASAPP  3023996927  3046447777,No link
chocolatespublicitarios,4,93,15-Jan-18,3146507433,,,Los Chocolates en relieve y con etiqueta impresa una forma original para dar a conocer logotipo y marca Wpp3146507433Envios a todo el país,No link
muvapets,132,266,31-Mar-18,,,,Productos para la comodidad de tu mascota,www.muvapets.com
mysticlinemakeup,32,59,8-Mar-18,3008679703,,,By Mariana Diosa   Contacto mysticlinemakeupgmailcom   57 300 867 9703 Envíos Nacionales ,No link
firstimebutik,"2,383","9,996",28-Jun-18,3312702099,,,CENTRO COMERCIAL METROPLAZA LOCAL 113 MEDELLIN  3127020991 3058784699 Gafas de las mejores marcas al mejor precio Envíos gratis a toda Colombia,www.facebook.com/Firstimebutik1
pilaricacompraventa,151,"1,355",19-Dec-17,3186560594,,3302199987,ROBLEDO PILARICA CERCA AL HOSPITAL PABLO TOBON URIBE LOS MEJORES PRECIOS DE MEDELLIN Whatsapp 3186560594 tel 4427926,www.facebook.com/Pilarica-compraventa-152633021999878
c3fashionsales,261,"1,684",11-Jun-18,,,,OnLine Sales OrdersImported products Prices subject to change Just ProductsMedellin  Colombia  All Country,www.facebook.com/c3fashion
lisertec_tecnologia,154,204,28-Jun-18,,,,Celulares Computadores Accesorios para Celular y Pc Parlantes con Bluetooth Carcasas para Celular  Vidrio Templado Diadema con Bluetooth,www.lisertec.com
casa.betta98,27,100,4-Dec-17,,,,No biography,No link
adriana_patino_ropa,"4,480","5,711",29-Jun-18,3234823517,3162389373,,Hacemos envíos a todo el país 3234823517 ventas online x mayor y al detalMedellinEnvigado 3162389373,No link
ventalenceriamedellin01,524,"1,205",23-May-18,,,,Ropa casualRopa Deportiva  Ropa Interior Lo que te gusta a un precio INCOMPARABLE ventas al por mayor y detalMEDELLIN ,No link
fzshoes.store,209,256,28-Jun-18,,,,Tienda virtual tennis todo tipo de marca importados a domicilios en medellín,No link
ventapropiedadraiz,149,725,24-Apr-18,3015760828,3687304,,Óscar Sandoval Varona  Propiedad Raíz  Inversiones Inmobiliarias   3015760828  574 3687304 ossanvarhotmailcom a class hrefexploretagsoscarsandovalpropraizoscarsandovalpropraiza,www.oscarsandovalvarona.com.co
pc_store_and_tobacco_shop,44,113,6-Feb-18,3004482219,,,Tienda Física amp virtual  Distribuidor de Tecnología E insumos para Fumar MedellinWpp 300 4482219 Envíos a nivel Nacional,No link
wantallsh,95,"1,374",3-Apr-18,,,,Tienda On line WantAllShop MedellinCol ENVÍOS A TODO EL PAIS Importamos los productos más novedosos para ti wantallshopinggmailcom,www.facebook.com/WantAllShop
dallolociones,63,114,6-Sep-17,,,,No biography,No link
zoomgadgetscolombia,42,139,14-Dec-17,,,, zoomgadgetscolombia               Medellín  Colombia                   Envíos a todo Colombia,No link
par10tienda,31,424,13-Mar-18,3217867737,,, Tienda virtual       par10tiendagmailcom Whatsapp 3217867737 wwwfacebookcompar10tienda           wwwpar10comco,api.whatsapp.com/send?phone=573217867737
anonimoclothes,13,18,10-Aug-17,,,,Ropa nueva y de segunda en el mejor estado Domicilios gratis en Medellín Próximamente accesorios ,No link
arcoiris_makeup,362,927,28-Jun-18,3148573055,,,venta de maquillaje    sabanetaAntioquia  envíos nacionales  compras 100 Segura preparando próximo curso  3148573055,No link
theconcept1,15,92,3-Jul-17,3147733904,,,Buzos versátiles que se ajustan a tu estilo perfectos para todos tus outfits Domicilios en Medellín envíos a todo   info 57 314 773 39 04,No link
accesorioshola,164,524,25-Nov-17,,,,TIENDA ONLINE Medellin Colombia Escríbenos por MENSAJE DIRECTO y encarga tu favorito ,No link
dimarlove_,539,"7,673",25-Jun-18,,,3175751330,Medellin amp Quibdó Entregas inmediatas en la UdeMccMolinosampUnicentro gratis Envíos nacionales Click para ir directamente al chat de WhatsApp,api.whatsapp.com/send?phone=573175751330
maxlove.detalles,884,"6,918",29-Jun-18,3193604316,,,RespiraViveSueñaCree Y CREAPersonalizamos tus regalosDesayunosDecoramos fiesta sorpresa  infoWhatsap 3193604316 Domicilio en Medellin,api.whatsapp.com/send?phone=573193604316
bodegafkstore,113,423,14-Mar-17,3014841664,,,Wpp 3014841664  Entregas gratis en todo Medellín Ventas al por mayor y detal,No link
innovamospropiedadraiz,215,"1,535",25-Jun-18,3176204481,,,Alquiler de propiedades Asesoría en compra y venta  Más que una asesoría Somos tu hogar   3176204481,No link
taquito.gambeta,41,"1,231",27-Jul-17,3206802262,3017061309,,Productos graficos futboleros de tus jugadores y equipos favoritos  WP 3206802262  3017061309,www.facebook.com/taquitoygambetafutbol
cagnasdelivery,63,"1,035",10-May-18,3155689254,3502833874,,Tienda Virtual  Sólo WhatsApp o inbox de Instagram Original  57 3155689254 573502833874  Envios a nivel Nacional  y seguro,No link
urbanshoes_,"3,354","87,243",29-Jun-18,3152857181,,,a classnotranslate hrefURBANSHOESURBANSHOESa Los mejores tenis al mejor precio Infowhatsapp3152857181 Servicio a domicilio en medellinEnvios a todo el paísseguro,No link
catloverco,42,143,31-Jan-16,,,,Salud belleza fitness cuidado de la piel cuidado corporal cuidado del cabello Envíos locales y a toda Colombia Ventas al por mayor y al detal,www.facebook.com/catloverco
expertautos,5,22,9-Nov-15,,,,Compra y venta de carros Porque sabemos lo importante que son tus sueños,www.expertautos.com
yesbrazilmoda,532,"7,692",27-Jun-18,,,, Envíos nacionales e internacionales  ventas al por mayor y al detal  yesbrazilmedellingmailcom   Pedidos al whatsapp,goo.gl/Dxf3gK
